id,Emotion,Sentence
1536,Enjoyment,Huế không chỉ nổi tiếng với bún bò ☺nhưng với mình thì vị Huế cay nha 😙còn đặc sản vùng miền nào thương nhớ nữa
1537,Enjoyment,ngon quá ❤❤❤❤
1538,Enjoyment,"Huế đồ ăn ngon lắm, ko lạt như miền bắc và không ngọt như miền nam"
1539,Enjoyment,Ngon quá. Mình chưa được ăn bún mắm nêm bao giờ
1540,Fear,Bắt chước n k tại cái số như vậy tại sao lại phải quy dưới ban tho cũng không biết vo tinh giết thôi chứ đâu có muốn giết đâu chắc không co y đâu hả vo y giết tại sao phải quy trước ban tho đe ta loi hả
1541,Enjoyment,Bắt chước tên co Xi hoài nha
1542,Enjoyment,Món ăn ngon quá cảm ơn bạn đã chia sẻ ❤
1543,Surprise,Ngon quá
1544,Enjoyment,Nhìn em trai ăn thấy ngon quá
1545,Fear,không biết ngon không nhưng nhìn cái đường đi vào và nền nhà bên dưới đồ ăn mà nước ước đen dơ quá thấy không ăn nổi.  quản lý chợ khu đồ ăn mà.....
1546,Disgust,"Trần Bình nói chuyện dễ thương quá hè,nghe gần gũi thân thương chi lạ!"
1547,Enjoyment,"Nhức nách xưa rồi,phải nói là nhức cái răng giả"
1548,Enjoyment,Những từ ngữ bây giờ quá phản cảm
1549,Enjoyment,Chợ Tây linh Huế ở đường nào vậy Trần Bình. Hôm qua chị ăn cháo bò Nguyễn thiện thuật rồi.
1550,Enjoyment,"Tôi mà sống ở đây chắc là khách ruột của chị, ăn 30 ngày / tháng quá😮"
1551,Enjoyment,5:53 ở Huế mà cũng có đậu rồng nữa á 😳 lâu nay mình cứ tưởng mỗi miền Nam mới có chớ. hay thiệt
1552,Fear,Rẻ thật
1553,Disgust,Toi thích do an Việt Nam. Tu vi mẹ tôi cũng là người việt toi thích người Việt Nam ho nấu đồ ăn ăn ngon 🫠🫠👍
1554,Enjoyment,Bạn chia sẻ hay quá cảm ơn bạn đã chia sẻ video rất hay đến cho những người hâm mộ
1555,Enjoyment,Nấu đồ ăn ngon quá
1556,Enjoyment,Huế có món mắm tôm chua ăn với thịt heo luộc 😂 ụi chao ơi nứt ruột 😂😂😂
1557,Enjoyment,Bạn có fb k
1558,Enjoyment,Cảm ơn Bạn chia sẻ món ăn Huế ngon tuyệt vời 💯🎉 mình cùng nhau đồng hành nha 🤝🫶👍🔔 cảm ơn Bạn rất nhiều nhiều 🩷❤️💖
1559,Enjoyment,Tô mỳ này mà có 25k á.quá ngon quá rẻ
1560,Enjoyment,Nhiều món ngon quá bạn ơi cám ơn bạn chia sẻ chúc bạn gia đình vui khỏe
1561,Enjoyment,Ủa ở Huế sao bún ma😢 chan vừa nước mắm vừa mắm nêm thấy là lắm
1562,Enjoyment,CẢM ƠN KÊNH
1563,Enjoyment,Rẻ quá.
1564,Enjoyment,Nhớ huế quá
1565,Enjoyment,"Ở Huế ẩm thực thì rất đa dạng ,nhìn đã thấy hấp dẫn rồi chứ chưa cần ăn và có rất nhiều món ngon"
1566,Enjoyment,Xem lại thèm về quê nội miền Trung xử Huế mình rồi nhớ đặc sản của xứ Huế wa 🤣
1567,Enjoyment,Ai sang xứ Huế thì sang ai vào xứ Huế nhắn tin vào cùng 🎉
1568,Enjoyment,Mắm ruốc kho thịt xứ Huế chỉ để chấm rau củ quả là ngom nhức nhối trong cái gọi là hấp thụ vào hai lỗ mũi 👃 mọi người.
1569,Enjoyment,"Cảm ơn Trần Bình ,tôi chưa một ngày ở Huế nhưng nghe giọng Huế thì yêu mến và dễ thương quá,tôi có mẹ là người Huế"
1570,Fear,nhiều món quá
1571,Enjoyment,Ai xem mà ko thèm chấy nước miễn
1572,Enjoyment,"Sao không có bánh nậm?????bánh nậm rất ngon, ăn là ghiền"
1573,Enjoyment,"Nhức nách lun, toàn món ngon thôi. Chợ này bên trong thành nội Huế hả bác? 😊😊"
1574,Enjoyment,Món ăn ngon quá cảm ơn bạn đã chia sẻ video ❤
1575,Enjoyment,Tôi rất bất mình nói ngon nhất nách. Muốn oi câu nhất nách. Từ ngữ đó không có trong sách vở.
1576,Enjoyment,Răng mình ở Huế mà không biết hè
1577,Enjoyment,Mình miền nam nhìn cũng thấy ngon nữa mà chưa được ăn
1578,Enjoyment,Ẩm thực chợ khá ngon 🎉
1579,Enjoyment,"truyền thống, văn hóa, lịch sử, ẩm thực của VN dày như thế nào bảo sao các hãng đồ uống và đồ ăn nhanh nước ngoài ko có cửa tại VN :)))
đây mới chỉ là tính riêng 1 vùng văn hóa nhỏ của người Đại Việt xưa, r còn vùng văn hóa của người Champa, Khmer xưa nữa thì phải nói văn hóa của VN là quá dày và đa dạng.
Hãng nước ngoài vào VN thì chỉ có bị hòa tan vào guồng chứ ko trụ đc"
1580,Enjoyment,Có con cá giò mà ông quay đi quay   lại tìm trợ giúp suốt 🎉
1581,Enjoyment,Cho Xep
1582,Fear,"Chu hoi: Thoi gian tốt nhất đến an o Che Xep la may giờ, Trần Binh?"
1583,Disgust,"Món ăn xứ Huế là ngon trên cả tuyệt vời ,cảm ơn chủ kênh."
1584,Enjoyment,Nè dung từ phải chuẩn phải kêu tuyển ngon đung nói nhức nặc nge không hai lắm
1585,Disgust,Thích nhất ẩm thực Huê❤ chúc kênh phát triển
1586,Enjoyment,"Nguoi hue tai sao khong biet banh bot loc tran 
?"
1587,Enjoyment,"Nhớ Huế
Cậu Bình ăn ngon quá"
1588,Enjoyment,Ở nơi mô ?
1589,Disgust,Thích ẩm thực Huế lắm luôn ❤ chúc bạn luôn thành công nha❤
1590,Enjoyment,Cai tu ngu.lacua.đan.ia.phuong.phep.vua.thua.le.lang.ngay.ca.vua.bao.đai.en.cho.xep.cung.phai.theo.quy.tac.nhap.gra.tuy.tuc.ok.
1591,Enjoyment,Ngon rứa hè
1592,Enjoyment,❤❤❤❤cảm ơn ơi bạn chia sẽ video hay nha 🎉🎉🎉🎉Mông đồng hành cùng Kênh ❤❤❤
1593,Enjoyment,Vầy chỉ cần nấu nồi cơm rồi ra chợ mua đồ ăn về ăn ngon má rẻ hơn tự nấu
1594,Enjoyment,"Xin cho hỏi từ saigon lên chợ xếp thì đi hình thức như thế nào , vì mình dg sống ở Pháp ve  nên kg biết cách thức để đi len chợ xếp,  cảm ơn"
1595,Enjoyment,Hến xào thấy thèm ❤
1596,Enjoyment,vn nhìu từ vui phong phú ng mien trung nấu ăn ngon đậm đà❤
1597,Enjoyment,"Chú em làm YouTube ăn nói đừng xài những từ như nhức xương, nghe nó phan cảm quá, bớt lại nha"
1598,Fear,Ăn uống mà nhức nhối thì ai mà ăn mi nói chi mà ngu rứa bỏ từ đó đi còn những người bánh bán hàng chứ không phải làm cho gia đình ăn nên đeo găng tay vào cẩn thận đừng bắt chiếc cộng sản búa xua
1599,Enjoyment,"Ngon quá , gần nhà tôi ở Huế vậy mà trước đây không biết. Khi nào về Huế sẻ ăn . Hơn thế nữa là nhờ video này mà tôi mới biết kênh Trần Bình official nên đăng ký liền"
1600,Enjoyment,Am thu que cho xef re va ngon
1601,Enjoyment,Đúng là ngon nhức nách ngon nhức nách ngon nhức nách ngon nhức nách quá nhức nách quá
1602,Enjoyment,"Trời đất tô bún mắm nêm chất lượng thiệt mà có 25 k , món ăn nào trong chợ cũng hấp dẫn hết sức"
1603,Enjoyment,boi vi you tubet khong phai la nguoi Hue” Lai Can”
1604,Enjoyment,"Nhin cha, nem ngon qua"
1605,Enjoyment,He thấy chú Bình bữa nay nhìn đẹp trai và  phong độ quá ❤❤❤❤
1606,Enjoyment,Bình ơi  chợ Xếp  ở  mô  rứa
1607,Enjoyment,Nhìn thèm quá ng Huế nấu ăn ngon nhức nách
1608,Enjoyment,Vui tính 😂
1609,Fear,Ngon đẹp có gắng làm thêm nhiều video về cho ❤
1610,Enjoyment,Đồng ý với bạn từ ngon nhứt nách ô hay
1611,Enjoyment,Bởi vậy chợ bến thành ế củng vừa bán đồ nói trên trời ô hà tiền ít là ô dám mua đâu tôi là ở quận 1ma
1612,Enjoyment,"Thấy anh ăn ngon, , , anh đẹp trai quá,,,, có vợ mấy con rồi"
1613,Enjoyment,"Nhứt nách là gì, nghe sao mà ói quá hổng có ngửi thối lắm"
1614,Enjoyment,Áo dài của Việt Nam mà Trung cộng cũng nhận vơ nữa là.
1615,Enjoyment,Cho tôm không ngon đâu
1616,Enjoyment,Món cứt là của bây
1617,Disgust,nhận vơ quá đà
1618,Disgust,trung cuốc ănh rác thì có 😒😒😒
1619,Enjoyment,5:43 ghi nhầm thành Bánh mì Pháp phong cách Việt Nam chứ nhỉ? Chứ như vid nói thì vẫn là bánh mì Việt Nam mà =)))
1620,Enjoyment,Người ta chỉ hỏi nguồn gốc bột mì từ đâu thế lên nguồn gốc bánh mỳ có từ đâu.
1621,Enjoyment,"Không hiểu sao khi nghe các vấn đề về đất nước t đều ngẹn 😭 dù video chỉ quảng bá đồ ăn Việt nhưng t vẫn rưng rưng , Việt Nam giữ vững bản sắc văn hoá và ẩm thực quá tốt"
1622,Enjoyment,"ở Huế có bánh Croissant to với vành đai dày nướng hơi qua lửa chút, bên trong có miếng lạp xưởng ngọt, có bán ở Huế thời VNCH . nó biến mất sau 75, con nít thoại ấy rất yêu thích nó. Yum!😊😢"
1623,Fear,"Những năm gần đây, VN ngày càng phát triển, vị thế VN trên trường quốc tế ngày càng đc nâng cao. Thế giới đến với VN ngày càng nhiều hơn, họ biết đến VN nhiều hơn. Du khách sẽ là người đính chính những snghi sai lầm của thế giới về VN"
1624,Enjoyment,Chả giò đã nâng tầm 3/ thành cộng đồng khát nước và sinh tồn huyền thoại bậc nhất thế giới!
1625,Enjoyment,TQ có bánh tráng đâu mà nhận vơ. Còn bún với phở thì bắt chước VN mới đây mà cứ nhận đại là của mình mà được à...
1626,Enjoyment,bánh xèo chưa thấy ai chê
1627,Enjoyment,Đừng hỏi tại sao ai cũng ghét china
1628,Enjoyment,Cứt mà không thối thì Trung Quốc cũng nhận là món ăn của họ
1629,Disgust,"Bún chả ăn cũng tạm được chứ không phải ngon , còn tại sao ông Obama tới ăn thì chắc có nguyên nhân khác , khả năng cao là người hướng dẫn viên ngưởi Việt"
1630,Enjoyment,Ê t ko bt tại sao nhưng t ko thíck ăn phở và 1 số món Việt Nam á!!mà t thích nhất là bánh xèo ^^
1631,Disgust,Nguoi doc can phai hoc them cach phat am tieng anh . Co nay phát âm qua tê.
1632,Enjoyment,Gỏi cuốn phải ăn với mắm nêm mới ngon.❤
1633,Disgust,"Trong chế biến gạo thành Bột thì Người Việt là đầu bảng vì đất nước Việt đã phải ăn gạo xịn từ hàng ngàn năm rồi, nên các loại Bánh chế biến từ bột gạo là không ai trên thế giới qua được..."
1634,Enjoyment,"Phở là của Người Việt vì bánh phở được chế biến từ Bột gạo, còn Mỳ được chế biến từ bột bột mỳ của Lúa lúa mạch nhé..."
1635,Disgust,Ko đủ trình để tiếng Việt với lại tiếng Việt tây ko biết
1636,Enjoyment,Nem rán cá nhân mình không thích
1637,Enjoyment,Món của trung quốc  mà tại sao không thèm sang trung quốc ăn mà toàn ăn việt nam
1638,Disgust,Món ăn việt nam là món ăn nấu cho tâm hồn ăn😂😂
1639,Disgust,Dù là nguồn gốc nước nào nhưng vào tay việt nam là đặc sắc đậm chất đặc biệt nhất😂
1640,Enjoyment,"Người ta nói rồi, ăn quả nhớ kẻ trồng cây. nhưng người trung quốc ăn nói vô ơn..ăn nói thiếu kiểm chứng? Có 1 nói 10 là của nước họ là không hay"
1641,Disgust,Việt nam tổng hợp loài người  trung quốc còn phải học việt nam
1642,Enjoyment,Việt nam thiếu gì món ăn ngon đặc biệt trung quốc chả có cái gì đặc biệt
1643,Enjoyment,trung thì cái djt j chả nhận. Bọn mỹ thì đầu cno nghĩ china là cả châu á mà
1644,Disgust,"Bánh mì, phở là những món xuất hiện sau khi việt nam là thuộc địa của Pháp. Ngày trước người việt không ăn thịt bò cũng chẳng có bột mì, Chẳng phải món ăn truyền thống,"
1645,Fear,"nguoi Vn nen nho ro nhe, ca phe la cua Phap dua vao vn trong thoi ky thuc dan ,dung nhan vo la cua minh ,sau ho lam"
1646,Disgust,"ca phe Vn < cai noi ngoi tren cai coc > uong vao nhieu co nuoc la tieu duong hang,< Sieu , Khung > vi qua ngot ..."
1647,Enjoyment,"phai thi nhan ,khong phai thi khong nhan ,chu khong nhan vo , ro rang la banh mi , pate gan , thit jampong, la tu tieng Phap < nguoi vn  noi chai, theo tieng Phap  .> con banh mi ma nhet ben trong thit heo quay , vit quay ,xa xiu , xiu mai ,la mon an cua nguoi Hoa tai Vn , nguoi vn lay 2 nguon goc am thuc cua Phap ,va am thuc cua nguoi  Hoa ghep vao,  roi bo vai mien dua leo vai mien carot chua vao ,roi nha vo la banh mi cua vn ,khong biet ai da nhan vo, xau ho qua di, nhung nguoi tre chang biet gi ca ,noi nang bay ba . Con  nguoi vn nhan pho la mon an cua vn  cung la nhan vo , vi banh pho la tieng noi chai cua  nguoi mien bac Vn la tu tieng Hoa la <phanh hoo ngau duc thon >. hay la > <phanh hoo ngau duc din > tuc la hu tiu bo vo vien <phanh hoo la banh pho >cua nguoi mien bac goi ,  mot so nguoi Hoa di cu vao mien bac Vn tu the ky thu 18 ,19 tu mien nam Trung Quoc da so nguoi quang dong la mo quan an , hay ganh hang rong bang 2 thung cay vuong va cao de ganh hu tieu nuoc soup bo , sau nay nguoi hoa di cu sau vao mien nam Vn thi  <banh pho nguoi viet  mien bac goi>  con mien nam goi la < hu tiu tu tieng Trieu Chau > nguoi vn goi la tieng Tieu ,nguoi Tieu .Thoi gian do thi tu SAi Gon va ca tinh thanh mien nam Vn thi nhung quan nuoc cua nguoi Hoa goc Quang dong < Tq > mo ra nhieu hon , sau ngay giai phong thi nguoi Hoa o Vn van con ban qua nhieu the he con chau cho den ngay nay .Tai sao nguoi Vn goi la pho ,vi nguoi Vn cho la <pho> co nguon goc tu mien bac Vn . bay gio o mien nam Vn van con mot so hinh anh nguoi  Hoa ban < phanh hoo ngau duc thon > < pho nguoi Vn goi > bang 2 thung cay cao va vuong de ganh di ban moi noi, sau giai phong nhieu nguoi Vn ra nuoc ngoai thi hay mo tiem an la mo tiem pho ,vi no de nau, de an ,va banh truong ra nhieu , cho nen ngay nay nguoi Vn 1 va 2 van nhan vo ,pho la cua VN ma khong biet nguon goc nhu the nao van cai buong ..."
1648,Enjoyment,Mấy thằng Trung Quốc lỏ ghen tị ấy mà
1649,Enjoyment,Đến cái pizza mà mấy bố tàu còn nhận vơ ý chứ
1650,Enjoyment,Tất cả bọn tàu đều nhận vơ của nó trừ sar covid :)))
1651,Enjoyment,giờ  thì bọn mắt lương TQ không còn nhận vơ nửa rồi bị cả thế giới bóc  trần . bọn TQ còn ở đáy giếng chưa trồi lên được kkkkkkk
1652,Enjoyment,miền trung gọi là chả ram:))
1653,Enjoyment,"không hiểu sao nhiều người nói bánh xèo giống Okonomiyaki, mình từng làm ở Aeon chuyên làm món này, thật sự không thấy 1 điểm chung nào của 2 món luôn"
1654,Enjoyment,Trung Quốc nó dùng phim và truyện để ăn cắp món ăn... chỉ cần phim chiếu ra các nước khác là nó đạt được y đồ rồi
1655,Enjoyment,Cái gì cũng của TQ chỉ có covid corona là ko phải
1656,Disgust,"Yêu tổ Quốc nhưng nên tôn trọng sự thật Phở, bún từ Trung Quốc Việt Nam ta từ Phỏ mới xuất hiện 200 năm nay do người pháp đặt còn họ có cả nghìn năm rồi. Nói có sách mách có trứng có quốn sách nào nói phở cách đấy  250 năm không"
1657,Disgust,Cái mik tạo ra thì k chịu nhận mà i nhận vơ cái của ng khác tạo ra 😊😊😊
1658,Enjoyment,Gì bọn nó cũng nhận mà covid thì nó từ chối
1659,Enjoyment,bánh mì kẹp mới chuẩn.mày gọi bánh mì tao đưa cho mỗi cái bánh mì mày có nuốt dc ko
1660,Fear,cái gì cũng nhận nhưng riêng covid thì ko :)))
1661,Disgust,bị bất ngờ luôn
1662,Enjoyment,Bánh xèo Bến Tre có thêm nhân  củ hủ dừa nha
1663,Enjoyment,"có gì mới mẻ gì,đám Tàu cái gì nó không nhận của nó. Đất,đồ ăn,biển."
1664,Enjoyment,ơ bộ người nước ngoài lạ lậm với cà phê phin lắm hả ở Việt Nam thì quá bình thường mà nước nước ngoài thấy lạ thì hồi xưa mấy ổng pha cà phê kiểu gì
1665,Disgust,thanks ad vì đã cung cấp kiến thức và giúp cho người Việt cảm thấy tự hào về bề dày lịch sử và ẩm thực của chính người Việt
1666,Disgust,"nhận vơ thì công nhận là được, cần gì tranh cãi"
1667,Enjoyment,"Chỉ có """"Thịt Cầy 7 Món""'
không ai giành 😅😅"
1668,Enjoyment,"Tự hào cái gì vậy ?!?!  . Nghe rất dị ứng. Tôi không xem hết nhưng trước khi có phở ngon  như bây giờ và bánh mì ""vn""  thì dân Việt vài trăm năm trước còn không biết làm sợi mì, sợi bún và cả bánh mì. Không phát minh được cái gì  mà tự  hào quá sẽ là tự nhục."
1669,Disgust,Về món phở thì dễ phân biệt là sợi phở VN làm từ gạo còn bên Trung sợi mì làm từ lúa mì về cơ bản là cả hai món nó chẳng có liên quan gì đến nhau để mà so sánh 😅
1670,Enjoyment,"nói thật 1 món ăn tui ko cần biết là ai của ai , tui chỉ cần biết người nấu ăn nấu có ngon ko , có rẻ ko , dẫu là món đó ví dụ của mình đi và bị ngta lấy thì mình tức chứ , nhưng đó là quy luật mua bán , chứ ngta ăn ỡ quán đó , người đầu bếp đó tạo ra món ăn ngon thì tất nhiên khách hàng sẽ nhớ . à món đó của chú này làm ngon nè , như vậy là đủ :)) còn về mặc khịa và hay móc nhau chắc chỉ có mỹ và việt nam là nhiều , trong khi xài đồ tàu thì có ai xài nhiều bằng việt nam đâu , nghe thật là hài"
1671,Enjoyment,Gì cũng nhận. Nhưng thua Nhật là không nhận. Nói cái giãy đành đạch😂
1672,Enjoyment,"tao cười vào mặt mấy đứa hay nhận vơ những món ăn ngon của Việt Nam ta, đúng là một lũ có ăn có học mà ngu hơn bò, phải không mọi người. kkkkkk"
1673,Enjoyment,dân asanzo
1674,Disgust,Cả thế giới đều là của Trung Quốc mà 🤪🤪🤪🤪🤪🤪🤪🤪🤪🤪🤪🤪🤪🤪🤪🤪🤪
1675,Fear,"Dân trung quốc lo mà cải tổ xây dựng lại đất nước tụi bay đi. Mục ruỗng hết r. Cứ ở đấy mà nhận vơ tất cả những thứ tốt đẹp của đất nước khác là của mình. Cái gì xấu xa của đất nước mình thì không dám nhận. Tiên sư chúng mày. Ông tổ của Bách Việt ( Đại Việt sau đó, hiện nay là Việt Nam) đã cai trị lãnh thổ rộng lớn ( bao gồm nhiều vùng lãnh thổ ngày nay là trung quốc tụi bay ) k biết khi đó trung quốc tụi bay đã khai sinh lập quốc chưa. Chúng bay chỉ giỏi thứ tàn ác là dùng mưu mô thủ đoạn xâm lược nuớc khác thôi . Hết 18 đời Vua Hùng lịch sử nuớc tao mới thấy xuất hiện chúng bay. Tao đang nghi ngờ chúng mày là thứ sinh sau đẻ muộn nữa kìa. Lũ cướp nuớc, lũ giết người, lũ buôn người, lũ buôn bán nội tạng, lũ thao túng, lũng đoạn, lừa đảo, chúng mày giết người rồi làm xác khô bán cho triển lãm, ngoài ra biến xác chết thành công nghiệp thực phẩm. Chính những video khui bằng chứng của tụi bay ( như là răng người trong nhân bánh nuớng trung thu... ) chính dân tụi bay kinh hồn khiếp vía. Tụi bay chẳng xứng đáng với điều gì tốt đẹp cả. Ngắn gọn thôi : KINH TỞM 

người dân Việt Nam đừng ăn thực phẩm của trung quốc ( nhất là sản phẩm công nghiệp) , coi chừng ăn phải thực phẩm có chất độc ( chúng nó tẩm chất độc vào thực phẩm r tuồn hàng bán ra nuớc ngoài, điều này đã có từ lâu nhằm hãm hại nuớc khác, ăn k chết ngay nhưng tích tụ thành bệnh để triệt hạ cả một thế hệ hay đất nước ) và mấy năm nay xuất hiện tệ nạn chế biến thịt người đấy. Tệ nạn xã hội trung quốc kinh khủng lắm"
1676,Disgust,"Thật ra biết tới tên món ăn và khẳng định thương hiệu không quá khó, nhưng phải kiên trì. Cứ giữ cách làm cơ bản và tên gốc như vậy thay vì đi dịch + đầu tư quảng bá tích cực qua nhiều năm, thêm vị thế quốc tế càng đi lên thì người ta sẽ càng ấn tượng. Có mấy món mình tưởng bt nhưng lại độc lạ với người ta. Cái trò này Nhật Bản làm khá tốt, nên học tập họ"
1677,Enjoyment,"cà phê Việt 
không ăn sáng uống thì bị say
cà phê chỉ ngon khi uống nó vào và cảm thấy cần đi ẻ"
1678,Disgust,"Cà phê là từ cafe đem từ Pháp qua, nên đừng nhận bừa.  Fin nhỏ giọt cũng học của người Pháp, cũng đừng nhận bừa là VN sáng chế, còn muốn pha chế kiểu gì thì mỗi quốc gia có cách pha chế riêng, thì nên gọi là style, là kiểu cách của người nước đó, không có quyền tưh xưng là có nguồn gốc của mình phát minh ra,  nhái theo pha chế cũng là nhái theo pha chế, không phải là tự sáng tạo  dừng nhầm lẫn mà chê bai người ta mà quên nhìn lại chính mình."
1679,Enjoyment,"Thị nguội jambon pate là từ Pháp nhé, chế theo hương vị VN, thì vẫn là học theo người ta thôi, đừng nhận bừa là của VN là được rồi"
1680,Enjoyment,TQ nó cố tình gọi món bánh mì của VN là 法棍 ý là bánh mì Pháp
1681,Enjoyment,"Cũng cách làm như BÁNH XÈO , nhưng DÒN HƠN thì ở HUẾ được gọi là BÁNH KHOÁI ! Hồi những năm 1950 - 1960 … khi chưa vào SAIGON học thì “CÙI BẮP” TUI chỉ THẤY và BIẾT ở HUẾ chỉ có một Cửa Hàng BÁNH KHOÁI rất nổi tiếng . Đó là Cửa Hàng Bán BÁNH KHOÁI Hiệu “TRẦN KINH . Thời đỉnh cao của “CHIẾN TRANH VIỆT NAM” thì không còn thấy Hiệu BÁNH KHOÁI ấy nữa !
   Còn ở NHÀ QUÊ Xứ HUẾ thì lâu lâu các GIA ĐÌNH tự Đổ BÁNH KHOÁI để mọi người trong nhà cùng ăn — nhất là về MÙA MƯA — cũng như DÂN MIỀN NAM đổ BÁNH XÈO , BÁNH KHỌT vậy !"
1682,Enjoyment,Bún .mắm tép .nước mắm.ko chỉ xuất hiện ở VN mà cả khắp châu á đều có
1683,Fear,"người nước ngoài thì thích thú và tôn trọng các món Việt, nhưng giới trẻ Việt ngày nay có vẻ lại ko có vẻ gì muốn gìn giữ và truyền bá về chúng đặc biệt là chả giò và gỏi cuốn. Mình đã từng chứng kiến 1 bạn trẻ có vẻ là hướng dẫn viên du lịch hay đại loại thế đã nói với 1 nhóm bạn người nước ngoài khi đứng trước 1 quán bán mấy món gỏi cuốn, bánh xèo vs các món nộm với đại ý như thế này :
Mấy món này chỉ là mấy món bình thường dành cho người lao động ăn vì nó rẻ và chúng cũng không ngon, nếu muốn ăn đồ ăn Việt  t sẽ dẫn mn đi ăn phở.
mình tự hỏi có phải do sự đơn giản trong cách chế biến và giả cả cũng ko đắt đỏ nên với các bạn ấy chúng chỉ là những món ăn tầm thường và ko có gì đáng tự hào cả"
1684,Disgust,gì cũng nhận chỉ có covid của mình thì k nhận 🤷‍♀️ chối đây đẩy😂😂
1685,Disgust,cũng không thể nói thế được do Trung Quốc khá rộng với nền văn hóa ẩm thực khá đa dạng đặc biệt là vùng Vân Nam Trung Quốc gia vị khá giống Việt Nam.
1686,Enjoyment,Trung Quốc cái gì hay của nước khác cũng nhận vơ là của họ nhưng chỉ có con Covid 19 xuất phát từ Trung Quốc thì họ không chịu nhận 😂😂😂
1687,Enjoyment,Chả  vò
1688,Enjoyment,Bánh  cuốn.
1689,Enjoyment,đúng rồi
1690,Enjoyment,"năm 2019 nhóm du khách chúng tôi có Mỹ Nhật Mễ Tàu tới 1 resort ở Vĩnh Long và chủ nhân đã dạy chúng tôi đổ bánh xèo, pha nước mắm có công thức tử tế ai cũng ăn mê mẩn và khi về mỗi người còn mua 2 USD nước mắm về Sài gòn ăn tiếp. Nhớ đời luôn!"
1691,Enjoyment,Rảnh thì làm thêm món mới đi 😅😅😅
1692,Enjoyment,"Chinese egg roll, hay Spring roll chiên của Trung Quốc được gói bằng vỏ bột dày nên sau khi chiên lên, rất dễ hút và giữ nhiều dầu mỡ trong vỏ bột, khi ăn vào dễ gây bệnh béo phì. Trái lại, những cuốn chả giò chiên của ẩm thực Việt, được gói bằng những miếng bánh tráng mỏng, nên khi chiên lên không thấm và không giữ nhiều dầu mỡ. Đây là một điểm tinh tế mang tính bổ dưỡng lành mạnh ít dầu mỡ của món chả giò chiên trong ẩm thực Việt Nam, và rất khác với ẩm thực nhiều dầu mở của Trung Quốc. Nếu bạn có dịp ghé vào chợ Bến Thành ở Sài Gòn và gọi một đĩa chả giò chiên, và để ý kỹ thì bạn sẽ thấy tất cả các quầy ẩm thực phục vụ bên trong chợ Bến Thành đều bán cùng một loại chả giò chiên kiểu Trung Quốc với vỏ bột dày đầy dầu mỡ, và không hề có một quầy thức ăn nào bán chả giò chiên Việt Nam cuốn bởi bánh tráng. Có vẻ như tất cả món chả giò chiên của các quầy thực phẩm bán bên trong lồng chợ Bến Thành ở Sài Gòn đều được cung cấp bởi cùng một nguồn thương lái!"
1693,Disgust,"Bàn về gỏi cuốn thì không thể nào nhầm với món ""summer roll Thái"" hoặc ""Chinese wrap"", bởi vì bánh tráng gạo được dùng để gói gỏi cuốn là đặc sản riêng và duy nhất của Việt Nam, không phải của Thái Lan và Trung Quốc, hoặc bất cứ quốc gia nào trên thế giới. Gỏi cuốn được một số người đưa vào thực đơn trong chương trình giảm cân cho người béo phì, vì tỉ lệ thành phần của carbohydrate (chất đường bột), protein (chất đạm), fiber (chất xơ) và fat (chất béo) trong một gỏi được xem gần như là một bữa ăn nhỏ hoàn hảo. Hơn nữa, rất dễ no sau khi ăn vài gỏi cuốn, giúp người béo phì ăn kiêng tránh thói quen ăn quá nhiều (overeating) không cần thiết."
1694,Disgust,"Nó về Bánh Mì thì giải thích đơn giản như thế này: Ẩm thực Việt Nam đã biến một ổ bánh baguette bình thường của Pháp thành một món ăn đường phố tuyệt tác hoàn hảo trong ẩm thực toàn cầu, với một tên mới là Bánh Mì."
1695,Enjoyment,"Phở đặc biệt là phở bò là ẩm thực của Việt Nam, không phải của Trung Quốc vì thịt heo, chứ không phải thịt bò, là loại thịt quốc dân được ăn nhiều ở Trung Quốc. Trái lại ở Việt Nam, thịt bò được chế biến thành nhiều món trong ẩm thực Việt như bò nướng lá lốt, bò tái chanh, bò xào xả ớt, bò lúc lắc, bò kho...bò 7 món. Ẩm thực Trung Quốc, đặc biệt là về thịt bò thì không phong phú đa dạng như trong ẩm thực của Việt Nam."
1696,Enjoyment,Ana còn hơi ấy nha
1697,Enjoyment,"chữ ""egg"" đọc sai lắm nha ad"
1698,Enjoyment,"Nguoi Trung Quoc luon nhan vo nhung gi tot dep va tuyet voi nhat tren the gioi, deu bat nguon tu Trung Quoc. Nhung ho khong bao gio dam cong nhan China Corona virus bat nguon tu Vu Han - Trung Quoc."
1699,Fear,"Ng Pháp nói bánh mì là bắt nguồn từ Pháp là đúng rồi còn cãi gì nữa,,vì bánh mì vào VN thời thực dân Pháp,,ng Pháp du nhập bánh mì vào An Nam để nuôi lính và dân Pháp,,rồi VN ta sáng tạo chế biến thêm nhìu thành phần rồi bánh mì VN ra đời....!!!"
1700,Enjoyment,"Hoàng Sa -  Trường Sa là của Việt Nam, đến Thế Giới còn công nhận, mà  trung quốc nó có chấp nhận đâu, cmn
mà món bánh xèo ko biết  chỗ khác như nào chứ  trà vinh - bến tre ko có gói vô bánh tráng đâu"
1701,Fear,mấy món này ko bt có ai làm video kiểu một ai ở trung quốc đến tận việt nam ăn phở chính hiệu ko :))
1702,Fear,4:04 tui cũng ko biết họ có mù ko tại sanwich với bánh mì khác nhau v mà ^^
