id,Emotion,Sentence
3301,Enjoyment,Tòa game kinh dị =]]=]]=]]
278,Enjoyment,Em thấy Realme 14 5G cx khá ngon
4691,Enjoyment,Vụ tiếng anh đâu anh
4905,Enjoyment,"Đầu tư vãi, tôn trọng người xem, mới dô tưởng đâu đang coi phim điện ảnh không á"
1885,Fear,"Cac mon an o vn ngay cang bien tau khong con la nguyen thuy cua vn nua , them cac topping nuoc ngoai roi tang gia thi ko con la cua nguoi vn nua ma goi la lai cang cua nhung ke khoe cua tuong minh la nhat thien ha nhung that ra ho la nhung ke thap kem trong xa hoi ,that dang buon cho dan toc V"
6031,Fear,"bao nhiêu năm rồi mà ko chế ra được miếng trượt coi sao cho đc, cái tấm đó mà lấy tIền của khách t cũng chịu"
4074,Enjoyment,"Cảm ơn tất cả quý vị khán giả đã yêu thương chương trình Nhanh Như Chớp, chúc ai thấy đc những dòng này sẽ nhiều sức khoẻ và nhiều tiếng cười trong cuộc sống!"
6806,Enjoyment,e em là người đẹp quá hay sao nữa chị sang một trang
5556,Enjoyment,m ơi t nhìn ông này ra jack🤗
163,Enjoyment,Không có cho iPhone hả anh dương chúc anh sức khoẻ
3836,Enjoyment,Ai team ninh dương lan ngọc đâu
879,Enjoyment,Tiếng việt : ba gét ti.
5394,Sadness,ai hỏi
1657,Disgust,Cái mik tạo ra thì k chịu nhận mà i nhận vơ cái của ng khác tạo ra 😊😊😊
5682,Enjoyment,nhìn giống bn Y dấu tên với bạn N dấu tên với bạn H dấu tên vãi luôn í
490,Enjoyment,A hải cho em hỏi vụ Malaysia sao rồi anh
6312,Enjoyment,Mở cửa các ngày trong tuần luôn ak
4955,Enjoyment,Hay quá
1871,Enjoyment,rẻ  mắc không quan trong ngon là ok rồi
5739,Fear,Huế đâu
5108,Disgust,bà này diển kg đạt nên chuyể nghề
5308,Disgust,"Phim viet nam, chieu cho nguoi viet xem, ma cung di thong dich?
Thong dich hoai den phim viet nam cung nhiem thong dich"
2225,Enjoyment,Thèm Vl 😅
4622,Fear,Vãi ..Sao b.h mk mới xem quả vid này ta..🙈🤦🏼😂🤣 Ai Lai kỵt 🥰👍
6643,Enjoyment,nghe nhạc một hồi cái từ ngồi học qua nằm bấm đt🤡
5404,Surprise,Ai mà
4018,Enjoyment,Tập này coi dzui dữ trời =))))))))
6565,Enjoyment,Ủa s tháng trk tôi đi k thấy cái toà vàng vàng kia nhỉ
1275,Disgust,"ẩm thực là điểm thu hút của việt nam thế nên chúng ta phải biết bảo vệ ẩm thực của nước mình , đừng để người nước ngoài sao chép"
486,Enjoyment,Nhân dân Việt Nam đề nghị với Đảng với nhà nước cho nhân dân và quân đội được quyền tiêu diệt giặc tham nhũng giặc Nội xâm những giặc chống lưng bao che cho tội phạm làm làm thuốc giả gạo giả cái gì cũng giá nhân dân và quân đội Đảng nhà nước cho phép vào tiêu diệt và được quyền chứ đừng để dao độc quyền cho công an và tòa án mới có quyền giải quyết và trấn áp giặc chuyện nói trên vì từ trước đến giờ họ có hoàn thành nhiệm vụ xuất sắc đâu còn nhân dân thì đi đánh giặc thì hoàn thành nhiệm vụ mới được phục viên xuất ngũ quân đội thì nhiệm vụ nào cũng hoàn thành khó khăn nào cũng vượt qua kẻ thù nào cũng đánh thắng đi dân nhớ ở dân thương luôn luôn hoàn thành nhiệm vụ tốt như Phan Văn Giang còn công an thì tôi cũng xin lỗi nhiều người vừa Hồng vừa chuyên công tác rất tốt nhưng đến ngày nay cũng không có biệt phủ ít thôi còn quyền lợi của công an xe hơi về nhà lầu người nào cũng có còn những người quân đội khổ nhất là thời gian chống Mỹ về lúc đi bộ đội thì có hộ khẩu đâu mà người ta chia đất đến lúc về thì hết đất rồi phải tha Phương cầu thực đến lúc chết thì bây giờ nghĩa trang thì bọn tham nhũng nó lấy hết rồi chỉ có một số địa phương là con tốt giữ lại được thì đỡ phải mất tiền còn bây giờ một cái lỗ chôn cất sau khi qua đời mùa rất cao nhất ở thành phố thì khổ lắm đấy nhưng có những tên đến lúc chết còn tham nghĩa trang của họ hàng hecta lên mông Đảng và nhà nước trao quyền cho quân đội và nhân dân được quyền trấn áp tội phạm nhất là giặc khâu trung thành với tổ quốc làm hại ngân sách nhà nước và nguy hiểm cho tổ quốc cần phải giữ lại án tử hình và giao quyền cho quân đội và nhân dân được phép trấn áp tội phạm nữa đừng trao quyền cho một người và trách nhiệm hết cho công an gà tòa án mới được quyền còn ngoài ra không được quyền ăn quyền nói và tiêu diệt tội phạm hai nước hại dân nói trên
1140,Disgust,"Là sát thép của CSVN là của tàu cộng, đội là của VN, đúng là VN bán phá giá Csvn không có nền kinh tế thị trường"
2239,Enjoyment,Chị sướng rồi ngày nào cũng ăn bánh bao còn em thì cái nịt
6401,Enjoyment,nhìn ông dong ba mình quá trôi
5314,Enjoyment,chờ mãi vì có Bảo Ngọc nhưng mà phim hay nha.
1172,Enjoyment,Tôi nghĩ e. nên bớt bớt cái mồm lại ! Đừng vừa ăn vừa chửi người ta !
3575,Enjoyment,Phở anh hai thì ngang với hài nhảm của lệ tổ thôi =)) chứ game mid
3814,Enjoyment,Chắc mẹ xem xong cho chơi game suốt quá
2288,Enjoyment,Ở bánh tráng mạch nha này ở tại bệnh viện nhi đồng 2 nek
5419,Disgust,"CHÚ Ý CHO THẾ GIỚI CỦA CHÚNG TÔI‼️Xin hãy giúp đỡ những con gấu Bắc Cực bằng cách
1: Không sử dụng trí tuệ nhân tạo.
2: Sử dụng Ecosia thay vì Google, Ecosia trồng một cây cứ sau 45 lần tìm kiếm
3: Sử dụng chai có thể nạp lại và tái sử dụng
Tắt đèn khi không cần thiết hoặc khi rời khỏi phòng.
5: Ngừng ném rác, ném rác vào thùng rác, không ném xuống đất; đó là những gì các thùng rác được sử dụng. Ngay cả việc thu thập những mảnh rác nhỏ nhất cũng sẽ hiệu quả.
Vui lòng đăng tin nhắn này. ‼️"
4005,Enjoyment,Không cần biết chương trình gì cứ có Trấn Thành là chắc chắn hay rồi cái đã
4805,Enjoyment,Con nhỏ kém dậy
3102,Disgust,Rất Tuyệt Vời! Trân Trọng Cảm Ơn chương trình!
340,Enjoyment,"Bây giờ mới thấy, tiền lì xì mình 8 củ nên mình xem để tham khảo"
1025,Enjoyment,Lần nào xem vlog của Min cũng có cảm giác thoải mái với thú vị ghê <3
5874,Enjoyment,Giờ book cho Tết còn vé tàu kh anh
3380,Enjoyment,13:14 Tôi hiểu cảm giác của ông viết kb :((
4467,Disgust,Ông này sáng tạo
2809,Enjoyment,Có khỉ đột.
6133,Enjoyment,Toàn địa điểm chill chill đẹp Ko à
1445,Enjoyment,"bánh mỳ không phải chỉ là bánh mì , công thức mỗi nơi mỗi khác , nhiều vị biến tấu , thế nên là ăn mãi không ngán , kiểu gì cũng ngon , các nước khác thì theo công thức rập khuôn rồi nhãn hiệu , việt nam thì mỗi người mỗi vị , nên màu sắc ẩm thực luôn đa dạng"
597,Enjoyment,20:51 Vòng hoa xinh
4642,Enjoyment,1:09:30 HIGHLIGHT duy nhất !😆
5898,Enjoyment,Đi 1m dc ko
1376,Enjoyment,chị làm về đội tuyển VN đi.⚽⚽⚽⚽
3450,Disgust,bẩm mái tính
223,Enjoyment,20 triệu mua Iphone 14 pro max like new 1TB được không anh
4697,Enjoyment,"3 đứa bán kera được mỗi cái xạo lờ, đme tụi nó, nhắc lại vẫn còn cay"
3362,Enjoyment,Nhưng game của anh Hải Dóng nó nổi tiếng thật mà
4999,Enjoyment,Trấn Thành duyên quá trời
5991,Enjoyment,Cho m xin in4 phòng ks với bạn ơi
4197,Enjoyment,minh tuyet tuong xau vay troi lùm map chan thì cong mang doi giay kinh khung
2301,Enjoyment,Fan của thở nè ❤
2427,Enjoyment,Ẩm thực phong phú quá trời
883,Enjoyment,Chị ơi chị sướng quá đi
85,Fear,"A Dương ơi cho e hỏi ở mức giá hiện tại có nên mua ip 16prm k hay cùng mức giá đấy nên mua đt khác ạ? E k qtrg ios hay android, nhu cầu của e muốn dùng lâu dài, chụp ảnh quay phim đẹp ạ. Chúc a và ekip một năm mới nhiều sức khỏe để lên thật nhiều video hữu ích cho ae."
5721,Fear,ngon quá
3726,Enjoyment,12 tuổi giúp cả lớp lấy lại các acc bị hack
4200,Enjoyment,viet nam het nguoi roi a? ma dua thang mat khi nen dan chuong trinh
4323,Enjoyment,Ngồi cười bể bụng 😂😂😂😂
3924,Enjoyment,"Show như clq vậy, vô xem mà cứ đổi góc quay liên tục nhứt hết cái đầu."
955,Enjoyment,Tập cho họ  gánh lúa như VN thì mới nhanh được .. chứ xe rùa ko bằng gánh đâu
3261,Enjoyment,Game này phiên bản 2 ra thì ai cũng mong đợi
2232,Enjoyment,Em ăn rồi mà em ăn nhiều cho nên coi nhìn😛😛😛😛😋😋😋
4593,Enjoyment,vừa ngủ dậy sau khi coi video ạ😂😂
77,Enjoyment,Thế quái nào mk dùng op15 đang dùng oxygen os16 mà có bị khóa ngân hàng đâu
4653,Fear,2026 dự kiến 2 tiếng
6595,Disgust,Nam Mô A Di Đà Phật ❤
3896,Enjoyment,Hay quá. Cười phì luôn
1862,Enjoyment,bên Mỹ 7 USD  mà thịt ít lắm đâu có bằng vn tuy mắc nhưng so với nước ngoài thì rẻ vì họ bán hàng tiền cash thì không có thuế nên họ trốn thuế dể làm giàu lắm
271,Enjoyment,Samsung s25f vẫn ngon nhất oppo xion ko có tuổi
1923,Enjoyment,có ông food reviewer bên trung pha gói Hảo Hảo chua cay phang cả gói muối vẫn kêu nhật thì đủ hiểu rồi.
832,Enjoyment,Hay có trộm thì phải để qhong cẩn thận  có gì đưa vào nhà khóa cửa chặt lại là mối ăn toàn
3339,Enjoyment,“Dmm thằng tây lông bị đóng đinh” mới đầy đủ như lời bạn đại học của tôi nói cách đây 10 năm mới đúng 😅
4169,Enjoyment,Hóng quá chừng luôn😊
3369,Enjoyment,Bad parenting phải S chứ nhỉ ?
2769,Disgust,Cô nay mới theo dõi kênh cháu❤
5111,Enjoyment,Diễn viên này  diễn hài quá đỉnh
6816,Enjoyment,nhạc hày nhất🥰
4427,Enjoyment,"Anh làm về titokke quốc kang đii anhh , hot titokke á"
4936,Enjoyment,Phim việt giờ hay chen mấy từ nước ngoài vô nhỉ...😮😮😮
4531,Disgust,Anh em chúng phải yêu 🇻🇳🇻🇳🇻🇳🇻🇳 của Đình Bắc là số một nha enh em 😎
938,Enjoyment,"Chào bác sĩ ,cô thấy bây giờ phone tay  dùng cái nào cũng có báo thời tiết rất chính xác ,mà sao ở đấy không xem theo dõi thời tiết để làm việc cho hiệu quả hả bác sĩ"
285,Enjoyment,Bạn kiểm tra giúp x7pro ở đâu còn hàng vậy nhỉ
3904,Enjoyment,Đau ruột..😂
5997,Enjoyment,@Hannah Tran đi c kkk
2064,Enjoyment,Mất hơn ntrang
2700,Enjoyment,"Một món quà nhỏ dành cho mọi người. Những người đã theo dõi kênh Khoai Lang Thang suốt hơn 2 năm vừa qua. 
Cảm ơn những chuyến đi, cảm ơn những tháng năm tuổi trẻ, cảm ơn những người bạn đã âm thầm hỗ trợ và cám ơn các bạn, những người đồng hành sau màn hình, cảm ơn vì đã luôn bên Khoai, ủng hộ và giúp Khoai thực hiện ước mơ này.  
Tạm biệt tuổi 27. Chào mày, Khoai của tuổi 28. 

►Facebook: https://www.facebook.com/DinhVoHoaiPhuong
►Page: https://facebook.com/KhoaiLangThang
►Instagram: https://www.instagram.com/khoailangthang"
2629,Enjoyment,2025 mình mới xem 😅 Tưởng đâu con cháu trong nhà không á 😊
3394,Enjoyment,Với cả anh Bi quy Thành đang ở trong ngày
1153,Disgust,Tại sao giá thép việt nam vẫn cao thế.
783,Disgust,"Thu hoạch được hạt lúa rất vất vả , nói các bạn phải cẩn thận và chu đáo đừng để rơi vãi nhiều phải tội đó , công sức bỏ ra nhiều không biết quản lý thì không bao giờ khá được"
4648,Fear,Năm 2025 hình như là năm con rắn nhể=))) hèn chi lòi ra cả đống rắn..
709,Enjoyment,Bò dát vàng đâu
1717,Enjoyment,"Có lẽ nên thêm là "" bún bò XÀO""   cho khỏi lầm là bòn bò huế nhỉ."
3425,Enjoyment,Cách tải p a h
5788,Enjoyment,6 ng lớn 2 trẻ nhỏ 2 tuổi chi phí ntn ạ
4112,Enjoyment,Hari doc để nghe mà sao mn cứ kì thị nhỉ
206,Enjoyment,poco x7 pro hay x6 pro tốt hơn cho hssv ạ
1331,Enjoyment,Ra nhiều mấy cái chủ đề ăn uống shop ơi coi này ăn cơm cuốn qué
6203,Enjoyment,Đi theo đoàn hả chị
3384,Enjoyment,HA HA KHÚC CUỐI LÚC ANH HAI GIƠ TAY LÊN LÀ CÓ CÁI THẺ CẢNH SÁT NGẦM MÀ TÔI CẮT NHẦM Á !!! CÓ GÌ TÔI SẼ LIVE LẠI GAME NÀY BÙ CHO KHÚC ĐÓ !!!
3086,Enjoyment,Chưa đi chưa biết Sài gòn khi về mới thấy không còn một xu ok
1542,Enjoyment,Món ăn ngon quá cảm ơn bạn đã chia sẻ ❤
4707,Enjoyment,Nxd tháng 7 đâu shop
5238,Enjoyment,Thank a trung❤❤🎉
527,Enjoyment,6 năm rồi a vẫn luôn giữ đc tính mộc mạc
4926,Enjoyment,Sắp giống phim chiếu rạp r đó
5388,Surprise,dễ thương
6569,Enjoyment,1/1 âm là mở cửa đúng không add
3806,Enjoyment,Tui cũng 13 nhưng vẫn là thg ăn hại 😭
6145,Enjoyment,Tháng 2 tức lad vào Tết mình muốn đi thì thời tiết như nào bạn
6478,Enjoyment,Đẹp lắm mng❤
4759,Fear,ngại hết cả Văn Lang =)))
6533,Enjoyment,"Em cần pass 5 vé đỉnh + chùa hsd tới 14/3 , 550k / vé"
2887,Fear,vịnh hạ long không phải à ad :))
6632,Enjoyment,lam sao tải về chuyển qua file mp3 nghe dc ta
730,Enjoyment,Mình cũng làm nương nhưng lúa nương ngon hơn lúa nước
6392,Enjoyment,Chú đó bn tủi v tò mò nên hỏi😂
267,Enjoyment,Bọn nay bán đắt vãi lon
4790,Fear,lí do phải chia phần ra ko phải vì nó quá dài mà vì chưa hết năm :)))
2517,Enjoyment,"Xem kênh nầy là nhớ về kí ức xưa quê quá trời , ngày xưa quê mình nghèo lắm ...toàn đi bắt , hái về ăn"
836,Enjoyment,Gặt xong vụ này Quyết cho ae đào hết gốc cây đi
4595,Enjoyment,Phân tích hay ghê
3733,Enjoyment,9 tuổi em làm video
1285,Enjoyment,"Nếu họ biết cái nồi nấu nước lèo, đã có mặt của nguyên gói bột ngọt nửa ký thì chắc họ sẽ không dám ăn. ✌🏼"
3534,Disgust,cảm ơn những người anh hùng quân đội nhân dân Việt Nam 😢
2400,Enjoyment,Chi phí cho một chuyến đi du lịch Thái Lan 4 người khoảng bao nhiêu và thời gian bao lâu thì đủ để trải nghiệm nhỉ mọi người.
5437,Enjoyment,hây thiệt
1418,Enjoyment,vn nước ôn hoà ko giao tranh như mỹ đồ ko có bán súng đồ luật vn luôn khắt kheo vũ khí như súng và người dân vn luôn nở nụ cười dù người lạ thì vẫn cười bắt tay nếu ai muốn tránh xa cuộc chiến vô nghĩa muốn sống bình dị có bầu không khí trong lành vn thiên đường lý tưởng luôn đồ ăn đơn giản giá rẻ chỉ cần kiếm 100k usd ở mỹ rồi qua vn ở thôi đủ sống 1 cuộc đời giản dị rồi chán thì câu cá chạy bộ đi du lịch ko đi làm vườn trồng rau nuôi cá đồ
6635,Enjoyment,tải như nào vậy
4099,Enjoyment,Trường Giang sạo L
1119,Disgust,Anh hãy nói rằng Chính phủ
3796,Enjoyment,Ổng làm game gì vậy
4019,Fear,Mộng cam
5668,Disgust,t đag ăn cơm🗿
4900,Enjoyment,Bộ có hỗ me
4605,Disgust,"đỉnh áccc sốp ơiiiii, sao có thể kiên nhẫn tổng hợp edit đỉnh z =)))"
5373,Enjoyment,Ko làm dc luôn
3186,Disgust,Bro ko cho game vô hạn vào ư 🥀🥀 anh hải sẽ khóc mất 🤧🤧🤧
3406,Disgust,Thông tin gì đấy em chia sẻ cho em biết đi
2825,Enjoyment,A e nào chê vn thì bơi vào đây xem
4375,Enjoyment,Nhớ 7 nụ quá đi 😢
1200,Disgust,"lủng củng,nên tập trung vào nội dung ,không quá lan man hỏi han linh tinh."
3486,Enjoyment,hay nhưng quả đồ hoạ khó thẩm quá kkk
6708,Disgust,thật sự rất hay!
6784,Disgust,[Sticker] ôi vk toii đây maf
3692,Enjoyment,Tội con chuột 😢
4534,Surprise,TOI
3312,Enjoyment,0:18 :))) nãy h cười ko ngừng với thầy :)))))
2896,Enjoyment,"Mình thích Quy Nhơn ,Đà Nẵng"
1177,Enjoyment,Kênh này nói cho bò nó nghe thô thiển
5847,Enjoyment,gì mà đồ ăn ở chỗ du lịch rẻ nhỉ t ở đây ăn sườn trứng đã 40k r ngoài mới có 35
5584,Enjoyment,con AI kiểu🤡: kệ mik nhắm mắt ăn luôn
5282,Enjoyment,"phim hay ghê á, xem nhớ lại tuổi thơ nhớ ông bà quó"
4912,Enjoyment,"QNT sau khi bị 4 thằng rượt lên xe lái quá chậm, mặt và biểu cảm như ko có j xảy ra."
4542,Disgust,Chi.ê.t đi cli
3028,Enjoyment,tây họ vui vẻ thế mà lên mạng lúc đéo nào mấy th VN cứ chửi họ ?? đéo hiểu họ ko làm đéo gì cũng mang người tây vào chửi :))) kiểu cay mấy chục năm rồi mà vẫn còn cay vẫn còn thù hận :)) chán thật sự
933,Enjoyment,Chúc mừng gia Đình châu phi được gat lúa gạo rồi
3549,Enjoyment,Con game như năm 2005
6161,Enjoyment,"giờ Phan Thiết mưa k, tính cuối tuần này đi"
5101,Enjoyment,anh LASIDO ( Sĩ ) 😘muốn cafe inbox nhé giờ an đang cho con 👩🏼‍🍼bú
2591,Enjoyment,Mặc áo đen mà làm miếng giòn tan thế thì phủi mệt luôn😝
2990,Enjoyment,Tôi rất tự hào và xúc động về đất nc và sự dễ thương của họ khiến tôi vui nhưng đó là cho đến khi tôi nhìn thấy cái cuối và nó đã khiến tôi thay đổi ... =)
1788,Enjoyment,Linh hồn của bún bò và cơm tấm nằm ở nước mắm á ngon ngon😋
1455,Enjoyment,việt nam có câu ...ngon mắt ..ngon mũi ..ngon miệng ...bạn ăn tùy thích mới ngon 🎉🎉🎉
5843,Enjoyment,"Nhìn bạn hào hứng làm mình nhớ chuyến đi Đà Lạt tháng trước. Hồi đó mình cũng lơ ngơ, may mà biết đến FreeTrip. Trên đó mấy bạn đi trước review cực tâm huyết, mình né được mấy quán 'chặt chém' mà còn tìm được cái homestay view săn mây siêu đỉnh giá rẻ bèo. Bạn thử tải về xem trước mấy review gần đây xem, kẻo phí tiền oan đấy, để tiền đó về mình đi cafe chia sẻ kinh nghiệm tiếp cho!"
2949,Enjoyment,Woa hay quá
826,Enjoyment,che bạt  phơi trên hiên nhà Maria
1378,Enjoyment,Ở Bình Định có bánh ít lá ngai 😊
1126,Enjoyment,Một tên tiểu nhân! Nó thấy Tàu chở dầu VN đi qua eo biển Iran - trong khi các tàu của Mỹ phương tây không đi được - Nó đâm ra ghét VN khi được Iran ưu tiên.
5746,Enjoyment,4 ng 3 diem 2 nguoi lớn 1 tre nho gia sao ạ
3194,Enjoyment,Mới thấy video của Dinoblade sáng nay trước khi đi làm. Mình còn tưởng là pha troll của anh game designer nào đó người nước ngoài chứ hóa ra là của ông Từ
4004,Enjoyment,🟠 Mặc đồ giống nhau là sao ta ? Biên kịch !?
524,Surprise,Tuyệt
5350,Enjoyment,"Giang vừa xấu mặt vừa xấu nết vậy mà có người nói nó đẹp lúc còn là sinh viên thật nực cười, có lẽ họ nịnh khi nó con đại gia, thái độ con này càng ngàycàng quá dơ bẩn"
5491,Enjoyment,nhà mình qua chưa
423,Enjoyment,Nói dai dong điếc tai lắm rồi bà ơi công bố rõ ràng đi câu lai ít thôi bà
3955,Enjoyment,Xin lỗi  trương  trình như mấy  người giám  khảo  .  Không  ra gì
4172,Disgust,Lấy bắp thuy ngân ăn gian quá
3165,Fear,"Mong sau này có bác làm game kiểu dark tokusatsu ,hack and slash. như kamen rider black sun"
2354,Enjoyment,Vỉ  nướng thịt  cháy đen
4240,Enjoyment,Mới xem phút thứ 12 mà đã thấy thú vị rồi :)))
1186,Disgust,"Tự hào , VN muôn năm"
4761,Enjoyment,bà phương hằng nói cái gì mà giấu giếm là j vậy  mọi ng
3283,Enjoyment,cười vcl:))
4965,Enjoyment,phim nào có may cha may me san si show chau đều giống như choi ma túy chua tan 😂
1876,Disgust,"Bạn nói là: ""Món ăn"" không nói là: ""topping"" gì đó. Cám ơn bạn đã giữ gìn vẻ đẹp của ngôn ngữ Việt."
6562,Enjoyment,công trình trong vòng 8 tháng á
105,Enjoyment,Oneplus 15 có thể unlock cài rom qt rồi lock lại xài ok mà a
2126,Enjoyment,chị đạt 500k rồi kìa chị 🕶
4405,Enjoyment,Vụ hàng trống là ai với ai ta hồi xưa có nghe mà ko biết ai
4282,Enjoyment,Ủa diệu nhi k biết phép nhân hả 😂😂
2174,Enjoyment,kh tốt mà ăn quài😒
6464,Enjoyment,Mình từ Hải Phòng thì đi như thế nào ạ. Chi phí thế nào ạ
287,Fear,mình có bg tối đa 4.000.000 thì mình nên mua con máy cũ nào để chơi game ạ? mình chỉ chơi game thôi chứ không quan tâm camera ạ. mọi người tư vấn giúp em với
4991,Enjoyment,Mọ cả và mọ hai cãi nhau ❤❤❤
6127,Enjoyment,Tou 5ngày 4 đêm cho 5 ng bao nhiêu ạ
274,Enjoyment,"Tui mới mua xiaomi 15t chỉ có 8.5 tr thôi, bạn muốn đẩy hàng mà nói giá trên trời thì ai mua 😄"
3412,Fear,chởigamephởanhhai3việtNamanhhaivệtnamhai
4832,Enjoyment,Có phải viết tâm đâm vào mắt không
6137,Enjoyment,minh muốn đi tua 3n2đ b tư vấn mình với 6ng2trẻ
724,Enjoyment,xem ở đoạn 34 phút mà xem đoạn e bé ngây thơ và tội quá
2100,Enjoyment,"Mấy thằng Tây mà có tiền bạc gì,mà bảo là Tây với ta vậy má!"
6416,Enjoyment,mở bài zậy ai chịu nỗi 😁
5096,Enjoyment,Vợ vẩn hoa
5510,Enjoyment,Mẹ là dì 1😂
6010,Disgust,chơi xong cãi lộn cát không 😆
1907,Enjoyment,"Trung Quốc khí hậu rất lạnh nên họ ăn dau mở nhiều, vn khí hậu nóng nên ăn thanh đạm hơn nên ăn riết thành khẩu vị địa lý 😂"
4901,Enjoyment,Đâu ra cs hồng tỷ trông này nữa dậy 😂😂😂😂
3507,Enjoyment,Cho em hỏi game tên gì thế?
261,Enjoyment,"Tiền ít đòi thịt thơm cứ Android mà quất😊, thiếu tiền mua iphone trả góp 😅, có tiền thì mua Iphone, thừa tiền mua Android ❤"
5869,Enjoyment,"gà nướng, hải sản ngon rẻ. còn lại thất vọng"
437,Enjoyment,Gui QH kg giai quyet van ðe gi ..
2943,Enjoyment,Không ngờ bạn chịu đựng được vậy luôn á
4123,Enjoyment,Uyển Ân dạo này xinh
2076,Enjoyment,Nhục quá bk 75 nịnh dog 🐶 lai China nhiều đấy nhé 😢🎉😂
6355,Fear,"cho mình hỏi ngu cai ae,, sao phía trước ko che,mà che mong vậy😁😁😁"
3625,Enjoyment,Damm 7554 mà mở mã nguồn thì có khi cả đống mod đấy
1467,Fear,"VN ta có khách quý cũng là bình thường đi lại ăn phở hay mỳ,không có gì phải sợ bị ám sát hay đầu độc...mà cũng chẳng cần phải bảo vệ nghiêm ngặt,bởi người VN ta rất hiếu khách.mỗi con người VN ta là mang trong mình về trách nhiệm an ninh..cảm ơn bạn và chúc sức khỏe,chúc mừng kênh bổ ích.xin cảm ơn %."
1702,Fear,4:04 tui cũng ko biết họ có mù ko tại sanwich với bánh mì khác nhau v mà ^^
6328,Enjoyment,Không ai đi suối tiên hả
485,Enjoyment,Nên lọt mặt nạ những tên lấy tiền ngân sách nhà nước làm cho đất nước không vương lên phồn vinh xinh đẹp được
1856,Enjoyment,Sao không đổi tên video thành đắt nhất Sài Gòn đi? Làm video đúng ngáo.
649,Fear,"Bánh bao 🥟
Của mình nhé
Cả nhà nước Pháp và các bạn sẽ được phát hiện đại học năm sau đó là một loài bướm ngày càng ngày càng nhiều người dân tộc khác biệt thự của các loài bướm đêm thuộc huyện hành chính phủ nhận ra một xã hội y y học năm sau khi được làm sáng tác giả của các loài bướm ngày càng ngày càng ngày càng ngày càng
.............................................. Có cái nịt
Ý và được phát triển khai trương
Có cái gì mà không thể lỡ qua live stream này"
3868,Enjoyment,Ôi tr ơi ql xem vì quá nhiều cảm xúc ❤
212,Fear,Em đang cần tìm con màn hình đẹp phần mềm dùng lâu dài.chủ yếu xem phim slướt web.tầm khoảng 7 củ trở lại.mà ko biết chọn con nào.xin các bác tư vấn
2235,Enjoyment,cuốn vãi😖😖😖
2041,Enjoyment,Ko bàn mà 50k là hơi mắc.
5494,Enjoyment,Dì 2 là mẹ nè con
5538,Surprise,@T.ofQuiên
13,Enjoyment,tầm trung không có honor x9d à
3616,Enjoyment,vleu legendary hoplite game VN á. t chơi dc 30p drop con game này :v
6220,Enjoyment,Em ơi chị muốn đặt tua đi TQ vào dịp tháng 3 này có tua nào ok ko em
2734,Enjoyment,xem lại thấy đáng yêu quá tr
5217,Enjoyment,what j mào gà cha ông hoàng cửu bảo mà
322,Enjoyment,"mik có hơn 5 củ định mua galaxy A36 nhưng mua ở tiệm sợ giá dắt hơn chắc ko đủ
mọi người cho mik hỏi có máy nào trong tầm 5 củ mà hiệu năng ngon, màn đẹp ko"
4635,Enjoyment,"18:56 - 19:18 mê giọng ổng nhất đoạn này, nghe tới nghe lui, cười mệt xỉu luôn á =]]"
2272,Enjoyment,Chị ở miền nào vậy ạ
1904,Disgust,"Mỗi nơi một khác, thật tuyệt khi nhiều người đang chuyển hướng đến Việt nam chúng ta, cảm ơn những thông tin bạn chia sẻ"
4010,Enjoyment,Tập này cs Orange vui wá
1545,Fear,không biết ngon không nhưng nhìn cái đường đi vào và nền nhà bên dưới đồ ăn mà nước ước đen dơ quá thấy không ăn nổi.  quản lý chợ khu đồ ăn mà.....
1071,Enjoyment,Nói cứ tưởng là Việt nam!
781,Enjoyment,"Nắng, mưa với mặt trời. Tóm lại hợp với trồng lúa team nhì."
186,Enjoyment,V5 gập mở đầm tay ko anh Hùng
1873,Enjoyment,"Ở Việt nam ăn uống cũng là cách khoe khoang,và cho mình là dân có tiền chứ thật ra mấy chỗ này dở ẹc.Nên nhớ..Đói thì ăn cái gì cũng ngon."
3781,Fear,Cày thuê =)))
1993,Enjoyment,Ngon thế. Thèm. 😂😂😂🎉
4711,Enjoyment,"Các sốp yêu ơi tối 30 hoặc trưa 31 tôi air phần 2 nhé 😙Tuần sau tôi ra hẳn 1 bản lofi cực chill nữa, đi ngủ đi làm nghe thoải mái"
2963,Enjoyment,Kêu cả hai bên nào rảnh thì độ 🤣🤣🤣
1305,Enjoyment,3:13 chị bò nhiều đồ ăn qaaa
1526,Enjoyment,"Coá 1 món ăn VN kg aj ăn đc như mình làk bắp luộc lần mình ăn 5 trái bắp MỸ , 6 trái bắp ta cách 1 ngày&đêm mình ăn 1 lần nay hơn 2 năm từ mùng 1 tết 2024>h ák gần 10 năm mình kg ăn cơm phở chay ák 🤭🤭🤭. !!!"
5872,Enjoyment,"Hòn Sơn đi tháng mấy đẹp và biển xanh đẹp, ít động nhất bạn ha?"
231,Fear,e có tầm 13tr đang phân vân giữa ip14pro với vivo x200pro mini nhu cầu quay và chụp đẹp theo a nên chọn máy nào ạ.chúc a và gd sức khoẻ
653,Enjoyment,Chơi cái này Ý bà em rồi là tàu lượn đó chị ơi em chờ em book tối luôn. Thật đúng tẹp đó giờ nó mất rồi
3085,Disgust,"Xin rất cảm ơn chương trình 
Rất tự hào là người Việt Nam"
