video_id,platform,text
Y-d2I65CLAY,youtube,"Mì 11 ủ
Ultra"
Y-d2I65CLAY,youtube,Chính hãng thì có con nào ngon hơn nubia z60s pro ko ae nhờ❤
Y-d2I65CLAY,youtube,Sao giá chênh lệch so với thegioididong và celphones nhiều thế nhie
Y-d2I65CLAY,youtube,"e muốn mua đth thuần chụp ảnh và chi tiết thấy tận lỗ chân lông giá 4 - 5 triệu ạ cũ cx đc mới chính hãng càng tốt , mn rcm e vs ạ"
Y-d2I65CLAY,youtube,"Ô, sao mềnh không có voucher ytb shopping nhỉ. buồn"
Y-d2I65CLAY,youtube,honor có bị trễ thông báo không cả nhà
Y-d2I65CLAY,youtube,10 triệu trở xuống có những máy chính hãng nào b
Y-d2I65CLAY,youtube,7-11 triệu làm máy chính đi a ơi
Y-d2I65CLAY,youtube,nên mua redmi  15 5g để chiến game k mng
Y-d2I65CLAY,youtube,Shop cứ lam như sau tết giầu lắm k bằng.  Chỉ có nghèo đi chứ giầu lên sao nổi
Y-d2I65CLAY,youtube,"mik có hơn 5 củ định mua galaxy A36 nhưng mua ở tiệm sợ giá dắt hơn chắc ko đủ
mọi người cho mik hỏi có máy nào trong tầm 5 củ mà hiệu năng ngon, màn đẹp ko"
Y-d2I65CLAY,youtube,Nubia neo3 GT có đáng mua ko ak
Y-d2I65CLAY,youtube,"Cũ 99%
Vivo iQOO Z10 Turbo
Xiaomi Redmi K70
Xiaomi Redmi K60 Ultra
Vivo iQOO Z10 Turbo Pro
OnePlus Ace 5 Racing Edition
Realme Neo7
Realme GT Neo 6
Vivo iQOO Neo 10 Realme Neo7 Xiaomi Redmi K70 Pro
~<6.500.000 thì nên chọn máy nào toàn diện vậy mọi người"
Y-d2I65CLAY,youtube,"Em Iqoo z10 turbo pro thì sao ae, mình định mua sau tết"
Y-d2I65CLAY,youtube,"Mình đang định mua con ss a56 cho phụ huynh nhưng đang lo cái mặt lưng kính ấy nếu rơi có sợ vỡ cả lưng không với có tip hay mẹo j để mua sạc cho a56 không mình sợ có nguy cơ cháy nổ các thứ á 
Mọi người giải đáp cho mình"
Y-d2I65CLAY,youtube,"Chào bác & chúc mừng năm mới. Bác cho mình hỏi là mức giá 2m - 2m2 thì mình muốn mua máy mới làm máy phụ, máy samsung thì mình thấy 2 mẫu là A07 (4G) và A06 (5G) vậy nên chọn máy nào v ạ. Mình chọn Samsung vì thấy OneUI tối ưu tốt và tùy biến giao diện cá nhân đc khá hay dù chỉ là máy giá rẻ
Mình ko quan tâm vấn đề 4G hay 5G lắm (vì có cục phát 4G riêng rồi), mình chỉ cần dùng cơ bản lướt web, nhắn tin, hoặc có thể thay máy chính coi Gmap khi đi đây đó, còn cam thì tất nhiên là 2 mẫu này chắc đủ nhìn thôi nhỉ
Tư vấn cho mình với ạ. Mình cảm ơn ạ. Chúc bác 1 năm mới Tấn Tài Tấn Lộc nhaaaa"
Y-d2I65CLAY,youtube,"cho mình hỏi có cách nào để săn voucher 20% không ạ, mình click vô chỉ có voucher 12% là hết r ạ :(("
Y-d2I65CLAY,youtube,"Anh em có ai có thông tin mới của con Honor GT 2 không á, tự nhiên biệt tích luôn rồi"
Y-d2I65CLAY,youtube,"Anh ơi, em định mua điện thoại cho ba ấy ạ. Em phân vân 2 chiếc honor 400 lite hay redmi note 14 pro plus 2 con này đều tầm 7tr ở trên cellphones ạ. Mong anh giải đáp dùm em ạ"
Y-d2I65CLAY,youtube,Anh ơi lên điện thoại cấu hình mạnh nhất trong tầm giá 3-5 triệu đi ạ
Y-d2I65CLAY,youtube,"Honor x9d 6 triệu ở đâu, mình click vào thấy 8 triệu mà"
Y-d2I65CLAY,youtube,Mình kick vào link Poco X7 pro 5G toàn thấy giá hơn 8 triệu bạn ạ. Mong bạn phản hồi
Y-d2I65CLAY,youtube,"poco x7 pro vàng đen dùng 1 thời gian cái lưng giả da có bị bong, rộp ko ae"
Y-d2I65CLAY,youtube,con nào trg mấy con này chs mượt hsr ở đồ hoạ trung bình hoặc thấp vậy ad
Y-d2I65CLAY,youtube,Đúng 4 con rất là phân vân và khó chọn 😂
Y-d2I65CLAY,youtube,Lên máy sách tai đi anh 😅
Y-d2I65CLAY,youtube,Em mới lên cấp 3 mà tài chính tầm 7-9 tr có máy nào dùng ổn định không chậm thông báo với chơi game tốt tốt tí không ạ
Y-d2I65CLAY,youtube,Quá đc
Y-d2I65CLAY,youtube,"Bây giờ mới thấy, tiền lì xì mình 8 củ nên mình xem để tham khảo"
Y-d2I65CLAY,youtube,OK mãi đỉnh 😂
wTAFgC0XcS4,youtube,Tham khảo điện thoại tại Clickbuy : https://clickbuy.com.vn/?utm_source=duongde&utm_medium=ytb&utm_campaign=trangchu
wTAFgC0XcS4,youtube,Đợi mãi ko thấy  thông tin ra mắt ss a57
wTAFgC0XcS4,youtube,Dòng samsung dùng nóng sợ nổ
wTAFgC0XcS4,youtube,"Anh ơi cho con điện thoại nào sạc siêu nhanh ≥100w ,ram 8-16, rom 512, pin ≥6Ah giá cả không quan trọng. Có con điện thoại nào như vậy không ạ"
wTAFgC0XcS4,youtube,"Bạn gáng xiu nua mua ss s23 untra cho đep , nếu bạn thấy yếu thì gáng xíu  nua mua ip 15 rất mượt, nếu thấy muot mà lỗi thời bạn gắng thêm xíu tiền nua mua ip 17 prm thì quá ok ln"
wTAFgC0XcS4,youtube,"Dạ chào Anh, chúc Anh thật nhiều sức khỏe ạ. Em có nhu cầu quay clip làm vlog cho hình ảnh chất lượng, tài chính tầm 8tr. Mong anh tư vấn giúp một con điện thoại đáp ứng được nhu cầu ạ. Em cũng nghe là IPhone 12PRM quay phim đẹp lắm. Nếu đúng vậy thì có nên cố một chút để mua IP cũ không ạ. Mọi thứ em bị mơ hồ quá. Em cảm ơn ạ!"
wTAFgC0XcS4,youtube,Làm cách nào để áp mã vochou vào khi mua máy vậy nhỉ ????????????????
wTAFgC0XcS4,youtube,Đi giao hàng j&t máy nào ổn anh xin tư vấn nghiêm túc
wTAFgC0XcS4,youtube,Vó nên mua A 56 bây giờ hay đợi A 57 sắpra mắt hả bạn?
wTAFgC0XcS4,youtube,"nể mấy thằng bỏ gần 10 triệu đi mua mấy con ip cui bắp ,ảo diệu"
wTAFgC0XcS4,youtube,Sv thì nên chọn s26 hay ip 17 v a ? Tiền k qtrong
wTAFgC0XcS4,youtube,"Mong anh tư vấn, điện thoại nào tốt cho mắt... À ko, dt nào xem đỡ mỏi mắt 😂"
wTAFgC0XcS4,youtube,"Em mong a tư vấn cho con máy 5tr đổ lại, ưu tiên độ bền -> bộ nhớ -> ram -> pin ạ. Chúc a và gđ nhiều sk"
wTAFgC0XcS4,youtube,"A56 bắt đáy 5tr8, hàng samsung official khỏi phải lo lắng. 😊"
wTAFgC0XcS4,youtube,"chào anh Dương,a cho e hỏi,e đang dự tính mua Honor magic 8pro,e mua bản 16/512 bản like new full box thì 22tr,bản new thì 25tr vậy e có nên cố thêm 3tr mua bản new ko v ạ,và bản like new khác j vs bản new và có rủi ro j khi mua like new ko v ạ,e cũng dự tính dùng 1 năm khi ra magic 9pro e sẽ đổi lên v mua bản nào cho hợp lý v ạ,em cảm ơn"
wTAFgC0XcS4,youtube,8tr5 vẫn cố mua con ip cũ 5 năm thì chịu rồi
wTAFgC0XcS4,youtube,6tr mua K70E chụp đẹp hơn turbo4 pro chứ nhỉ
wTAFgC0XcS4,youtube,Anh dương ơi em có 1 người chị chuẩn bị đổi điện thoại. Hiện tại chị ấy dùng con iPhone 11 7 năm rồi. Chị đang có ý định mua iPhone 15 512GB tại Hoàng Hà Mobile nhưng em thấy iPhone 15 plus cũng mắc hơn 600k mà chỉ có 256GB cũng mua tại Hoàng Hà Mobile. Anh nghĩ sao giải đáp giúp em. Em cảm ơn anh và chúc anh và ekip nhiều sức khỏe
wTAFgC0XcS4,youtube,Anh ơi cho em hỏi ss s24ultra sử dụng 2 đến 3 năm ổn ko ạ ...hay cố lên  s25 ultra ạ... em thì thích thiết kế s24ultra hơn mong a cho lời khuyên
wTAFgC0XcS4,youtube,em mới mua redmi note 14 gần 1 năm có nên lên cấp redmi note 15 pro ko ah chúc ah và gđ nhiều sức khỏe
wTAFgC0XcS4,youtube,"Nên mua Samsung Galaxy a55 hay là Samsung Galaxy a36 vậy Ban, mong bạn mọi người so sánh giúp mình với"
wTAFgC0XcS4,youtube,Lên sọp pe đợp cái mã vào xong bú a56 6trx là ngon luôn
wTAFgC0XcS4,youtube,Lần đầu tiên thấy sam cùng giá với xiaomi mà chip mạnh hơn
wTAFgC0XcS4,youtube,"5g VN phổ biến đéo đâu, mà cứ suốt ngày 5g, 7 năm trước cứ tự hào VN có 5g😂 giờ phủ bao phần trăm cả nước😂"
wTAFgC0XcS4,youtube,"Chú cho cháu hỏi là nếu thường xuyên chụp ảnh và quay video từ khoảng cách tầm 3 đến 5 mét thì con samsung a56 có đáp ứng tốt nhu cầu không ạ, chúc chú và gđ sức khoẻ"
wTAFgC0XcS4,youtube,anh ơi hình như giá iphone lại tăng roi có phải ko ạ
wTAFgC0XcS4,youtube,"Mình từng phân vân note 14 pro + vs a56, rồi mình đã chọn note 14, dùng thấy khá tệ nên mình bán, không biết dòng 15 này sao chứ để chọn giữa hai máy kia thì mình chọn A56"
wTAFgC0XcS4,youtube,"anh tư vấn em nên chọn xiaomi 17pro nội địa hay oppo find x9 chính hãng với, em cảm ơn ạ. Năm mới chúc anh nhiều sức khỏe."
wTAFgC0XcS4,youtube,ôi dạo này dc lên tv nhiều z :)))
wTAFgC0XcS4,youtube,"cả nhà oi, giúp e, giờ e đang xài mi 13 nội địa, có fix hết thông báo mes zalo và gmail r, nhưng đang có ý định đổi sang iPhone 13 vì iPhone tối ưu các app bên thứ 3 tốt hơn, e chỉ đủ kinh tế sang iPhone 13 thui, mn tư vấn thật lòng giúp e ạ!!! Chúc a Dương và mn sức khoẻ!!"
wTAFgC0XcS4,youtube,Quay video làm tkot lấy Samsung s24+ ngon nhật bạn
wTAFgC0XcS4,youtube,Anh cho e hỏi là Có con  nào xài chụp đẹp sạc nhanh xài mượt có ko
wTAFgC0XcS4,youtube,"3:29 Tầm này có thêm lựa chọn nữa là M8 Pro hoặc X9D (nếu săn sale), tùy nhu cầu."
wTAFgC0XcS4,youtube,"nhờ các bác tư vấn giúp em tài chính 17 củ thì nên chọn con nào ạ : oppo find x9, oneplus 15, realme gt8 pro, honor magic 8"
wTAFgC0XcS4,youtube,"E đang phân vân con Redmi Note 15 Pro 5G và Honor x9d. Tổng quan con nào hơn ạ?!
A Dương tư vấn cho e nhé! Cảm ơn anh nhiều!"
wTAFgC0XcS4,youtube,Có nên mua Vivo x200 fe ở thời điểm hiện tại để làm máy chính ko anh. Em cần máy chụp ảnh quay vid đẹp chỉ chs game nhẹ nhàng
wTAFgC0XcS4,youtube,T kết mua Xiaomi hơn
wTAFgC0XcS4,youtube,"anh Dương ơi, em đang phân vân với 4 sản phẩm đó là: samsung s25 ultra, oppo find x9 pro, vivo x300 pro, với iphone 14 pro max, anh có thể nào giúp em được không"
wTAFgC0XcS4,youtube,12pro max ios 17 đã vừa nóng vừa lag r mua 12pro về rước thêm cục tức thôi
wTAFgC0XcS4,youtube,"A56 shope có 6,6tr"
wTAFgC0XcS4,youtube,"Dạ cho e hỏi là tầm giá 6-7tr thì one plus ace 5 làm máy chính ổn không ạ, e dùng các tác vụ cơ bản và học tập là chính với máy này có chậm thông báo không ạ"
wTAFgC0XcS4,youtube,"*Ông anh họ tôi mua con Redmi note 15pro plus mà tôi chê vl ra ko cãi đc,hơn chục triệu mà toàn nhựa là nhựa,chip thì chỉ là 7sgen4 ko nổi đầu 8,thiết kế camera xấu ko còn ko có cam tele,AI cx như hạch,ko ngờ Xiaomi giờ làm đt tầm trung ng.á.o thật  ấy chứ😂*"
wTAFgC0XcS4,youtube,"poco x7 pro 5g, cùng phân khúc ăn hết 2 con này, thua thương hiệu thui, ai k quan tâm thương hiệu thì có thể tham khảo"
wTAFgC0XcS4,youtube,Dùng A36 các nhu cầu cơ bản hàng ngày khá ổn định nè mấy em ơi. Mua được 1 tháng rưỡi rồi 😊
wTAFgC0XcS4,youtube,A56 trên shoppe chỉ cần 6tr5 là mua được rồi... Tiết kiệm được 1m5 giá 7.9tr
wTAFgC0XcS4,youtube,Riêng dòng redminote thì tốt nhất đừng có mua.. Về lâu  dài dùng quá chán luôn.
wTAFgC0XcS4,youtube,Tầm này 2026 thì nên chọn A56 sẽ ok và đồng đều hơn 😆
wTAFgC0XcS4,youtube,E chưa mua đthoaij trên shoppy nên cũng phân vân
wTAFgC0XcS4,youtube,Mua trên shoppy có yên tâm ko anh
wTAFgC0XcS4,youtube,Xiaomi dễ dính qcao vkl
wTAFgC0XcS4,youtube,Chưa có sạc thì mua Note 15 có sạc rồi thì mua A56 ngon hơn =)))
wTAFgC0XcS4,youtube,em thấy con nothing phone 2a plus đc bán trên cellphones giá tầm 7tr5 thì có nên mua ko ạ
wTAFgC0XcS4,youtube,",Nên mua note 13 pro hay 15 pro đây anh, chúc anh nhiều sức khỏe"
4Qn_PEJ_lQk,youtube,Xã hội văn minh mà còn bọn ăn không ngồi dôì đi cướp vực bọn vì vô lương tâm mất đạo đức
csUZHEKA4NQ,youtube,Đối tượng phạm tội ( vụ nhà ở xã hội ) cần cho mọi người nhận dạng được kết phạm tội. Xin nhà đài giải thích rõ trường hợp nầy.
v94B0FKON18,youtube,Tôlâm có dám thề không  tham nhũng không
v94B0FKON18,youtube,Dài dòng quá em ơi
v94B0FKON18,youtube,Nói dài dòng nói chẳng ra việc
v94B0FKON18,youtube,Người dân không ai thèm bầu cử hết chúng minh mấy ông có giá trị với dân rồi
v94B0FKON18,youtube,Chẳng có thông tin gì đáng để ý.Kênh này nghe mất thời gian.
v94B0FKON18,youtube,Sao không niêu tên những người đó lên
v94B0FKON18,youtube,Nội.nhỉeu.qua.vao.thang.vân.đê.
v94B0FKON18,youtube,"Muốn tham ô đỉnh cao thì phải học hỏi cha con anh Em nhà Nguyễn Tấn Dũng ý 😂 vài trục ngàn tỷ, rồi đổ lỗi cho bị lạm phát, rồi đứng lên cúi đầu xin lỗi toàn dân, còn tiền thì chia nhau hết rồi, ai cũng có phần thể là toàn bộ lm hết 😂😂😂😂😂"
v94B0FKON18,youtube,THÔNG TIN CHƯA RÕ LÀ AI NHỈ?
v94B0FKON18,youtube,Im lặng chứng tỏ là đồng lõa mọi chuyện. Hư vô. Là bao che bão thủ .
v94B0FKON18,youtube,Con naỳ nhai đi nhai lại mà chẳng rớt gì.
v94B0FKON18,youtube,"muốn được người dân việt nam đang ký và theo dõi thì phải nói đúng nơi thật, ngắn gọn và chính xác không muốn nghe nói dài"
v94B0FKON18,youtube,Dài dòng vòng vo tào lao
v94B0FKON18,youtube,Quá sồn sên
v94B0FKON18,youtube,Láo toét. Câu like câu vii
v94B0FKON18,youtube,"Sao ko nói toạc ra người nào mà cứ nó dài dòng, ko đúng trọng tâm."
v94B0FKON18,youtube,Tung tin câu like chứ cũng chẳng dám tiết lộ thật sự..... ỡm....
v94B0FKON18,youtube,Tiệm kiếm bè rét thời sui
v94B0FKON18,youtube,Tin vớ vẩn !
v94B0FKON18,youtube,"Nói chung chung và quá luyên thuyên nghe đến tận hết năm cũng đéo biết thằng nào. Ai thì cứ nói mẹ ra,,,,,"
v94B0FKON18,youtube,Đây đâu phải là tin. Là tán gẩu thì đúng hơn!
v94B0FKON18,youtube,"Chả có thông tin hữu ích nào cả - chỉ nói tào lao, vớ vẩn ! Tai sao rác rưởi như kênh này không bị loại bỏ nhỉ ?"
v94B0FKON18,youtube,Bài đăng dài dòng chả ra gì hết
v94B0FKON18,youtube,Hiện tại vẫn còn Bè phái; Dây quan tham ; Cục bộ địa phương ...  Bao giờ người đứng đầu THANH LIÊM - CHÍNH TRỰC  cùng với giàn LĐ vừa hồng vừa chuyên (không dính than) thì mới quét sạch bọn quan viws vẩn !
v94B0FKON18,youtube,Noi nhu lo vacayme chung may
v94B0FKON18,youtube,Nói vu vơ chs hiểu gì...
v94B0FKON18,youtube,Nói dai dong điếc tai lắm rồi bà ơi công bố rõ ràng đi câu lai ít thôi bà
v94B0FKON18,youtube,Đâu vào đó cả rồi(hãy đợi đấy)không làm gì được.Cổ ngắn kêu trời.Bao che cho nhau cả rôi
v94B0FKON18,youtube,Đất nước còn hay mất là nhờ vào các bác dân khổ lắm
v94B0FKON18,youtube,Ai ngồi vào ghế ngai vàng đầy dân chưa ngủ yên
v94B0FKON18,youtube,Dân đang chờ
v94B0FKON18,youtube,Đất nước này không làm việc 《 Cảm tính 》 như bọn biên tập bậy bạ trang này *
v94B0FKON18,youtube,Tào lao
v94B0FKON18,youtube,Kênh này   nói vòng vòng lam khomg đang yon
v94B0FKON18,youtube,Nói vòng vo chẳng vào đâu
v94B0FKON18,youtube,Không nói rõ ra vớ vẩn
v94B0FKON18,youtube,"Ngày mai bauycuh, 









Thay thắng tô Lâm ngay"
v94B0FKON18,youtube,Đã nói được thế này thì sao không cụ thể đứa nào cho dân chúng biết
v94B0FKON18,youtube,Mot bai viet ko noi duoc ten mot nguoi nao to cao trong 50 la don .Noi long vong nghe mat thi gio .
v94B0FKON18,youtube,"nói chung chung quá,, không có giá trị, đề nghị phải vạch mặt chỉ tên những kẻ an lau đăng sau để ngồi vào ghế quốc hội,, loại đó chỉ chờ co hoi tham nhũng và lợi ích nhóm mà thôi,"
v94B0FKON18,youtube,Gui QH kg giai quyet van ðe gi ..
v94B0FKON18,youtube,50 đâu? Lòng vòng. Rất khó chịu
v94B0FKON18,youtube,"Dài dòng quá
Ko ai muốn nghe"
v94B0FKON18,youtube,Cac anh an  ngoi may lanh   con nguoi dân kho    cac anh co biêt k
v94B0FKON18,youtube,Năm mươi triệu lá đơn cũng vậy thôi.
v94B0FKON18,youtube,Toàn là những lời nói giáo điều không có chất lượng xin nghỉ cho
v94B0FKON18,youtube,Cho to lam về nuôi gà đi thôi
v94B0FKON18,youtube,"Huyên thuyên , bia đặt , phét lác 
...."
v94B0FKON18,youtube,"Lan man , mo hồ , huyên thuyên ....!!!!"
v94B0FKON18,youtube,Nhà ông tổ làm làm gì mà có dinh thự như vậy có phải tiến của dân ko
v94B0FKON18,youtube,"Thoi cu de cho cac ong ba day lam di,neu ko may ma lam sai va ""lac loi"" nhung ma con biet ""xin loi truoc dan"" la duoc...😂😂😂"
v94B0FKON18,youtube,Có đơn kiện cáo ngừng ứng cử luôn
v94B0FKON18,youtube,"Bảo giờ nhà nước chanh nghĩa mới nhớ tới bọn cường hào ác bá cướp bóc ở phương xa thị mới hy vọng giải phóng cho toàn dân
 Ở phương xa sẽ có hàng ngàn là đơn sẽ gửi đến chính phủ nếu   vhanh nghĩa thật sự được quan tâm."
v94B0FKON18,youtube,"Rất nhiếuân vận động rất nhiều sân bay  kêu chi nữa ,,"
v94B0FKON18,youtube,"Nói thì nói Tẹt ra đi , noi vậy cũng như kg ?"
v94B0FKON18,youtube,Các quan phai kê khai tài sản
v94B0FKON18,youtube,Nói chung chung đéo ai cũng nói đươc.
v94B0FKON18,youtube,VIU ĐỄU MÃI LÀ VIU ĐẼU
v94B0FKON18,youtube,N D chúng tôi rất mong người nắm quyền lực hãy vì dân và tổ quốc V N
v94B0FKON18,youtube,"Bản tin 247 là bản tin câu lai câu vưu chính trị,ko có cơ sở để đưa ra phán sét . Nên xem sét lại bản này..."
v94B0FKON18,youtube,"Lời Bác Hồ dạy ngày này năm xưa: ""Mỗi một người dân yếu ớt, tức là cả nước yếu ớt, mỗi một người dân mạnh khỏe tức là cả nước mạnh khỏe"
v94B0FKON18,youtube,"Tôi nói thiệt, tôi không còn tin tưởng vào luật pháp vì quá nhiều các quan chức điều giống nhau tiền vàng như núi, nhà biệt thự xe xịn, còn dân nghèo khổ có ngờ đâu, chết như bảo thì qua loa nói ra thì dinh điều 331nen dân có miệng như cam"
v94B0FKON18,youtube,Ai tố cáo hay nói câu lai
v94B0FKON18,youtube,Tin vit kiếm tiền lừa đảo cuối cùng chẳng biết ai
v94B0FKON18,youtube,Tính chiến đấu của Đảng viên không dám đâu  tranh mà chỉ chờ lấy tien😢 tuổi Đảng
v94B0FKON18,youtube,Nói dài dòng quá
v94B0FKON18,youtube,Chỉ những người Lính ở chiến trường mới thực sự vì dân vì nước
v94B0FKON18,youtube,cam on thônng tin thoi su da kip thoi  lann toa xin chan thanh cam on
v94B0FKON18,youtube,tren 70 trieu cu chi ??nhu da thuong tan ds quyet dinnh da xong*váy co chi thungg phiieu buon ??đan chu oi  tuonng tangv nnoi sao *gui toi quan uy ban thuonnngg vi trunng  uong dang  nha nuoc *chinh phu v nam *(????)
v94B0FKON18,youtube,Lại đánh đòn gió?!
v94B0FKON18,youtube,Dài vòng láo khoéc .không thít dẹp đi
v94B0FKON18,youtube,Toan thay noi chung chung.ai ? Bao gio lo dien ? Mai bau cu roi.😂😂😂
v94B0FKON18,youtube,Trước hết Tô Lâm hãy công khai tài sản của ông ấy để làm gương cho các đại biểu khác
v94B0FKON18,youtube,Toàn linh tinh.50 lá đơn hay 500 lá đơn .ai  tiết lộ cho câm vỉa hè biết  mà . Vớ vẩn .
v94B0FKON18,youtube,Nghe. Bạn.  Tin.  Vừa.  Biến.  Tập.  Viên.   Mà.  Tôi.  Thấy.   Rất.  Mừng.  Khi.  Đã.  Có.  Những.   Bảng.  Chúng.  Chính.   Xác.   Để.  Vách.  Trần.   Những.   Kế.   Xảo.  Quýt.    Đã.  Làm.  Những.   Việc.   Sao.  Phạm.   Mà.  Văn.  Ngôi.  Trên.   Ghế.   Lãnh.  Đạo.   Đạt.  Nước.  Mà.  Tướng.  Trung.   Như.  Không.   Ai.  Biết.   Rất.  Mong.   Cuộc.  Bài.  Cứ.  Nay.   Sẽ.  Phanh.  Phui.   Những.   Kế.  Gian.   Manh.   Ra.  Anh.   Sáng.   Để.  Đạt.  Nước.  Được.  Trong.   Sách
v94B0FKON18,youtube,Làm đc thì hay biết mấy dân đỡ khổ
v94B0FKON18,youtube,"Kênh nói nhãm , cứ lần quầng lẩn quẩn có câu chẳng đâu ra đâu mà cứ nói hoài không đoạn kết . Dẹp đi . Còn thua xa mấy em nhỏ nói nữa ."
v94B0FKON18,youtube,Tô lâm sao không kê khai tài sản nhỉ trước bầu cử
v94B0FKON18,youtube,Có thật vậy không làm đúng như luật đưa ra thì 100 triệu dân vỗ tay hoan hô phải quyết tâm sa thái những thành phần xấu đó không để lọt được các bác nhé dân rất tin tưởng vào đảng
v94B0FKON18,youtube,Bình luận này dài dòng quá/ ghi rõ tên những kẻ dối trá lên cho c/đ mạng được rõ
v94B0FKON18,youtube,Đuổi hết bọn lợi ích nhóm - địa phương chủ nghĩa như nhãn lồ .....
v94B0FKON18,youtube,Nói cho vui...cho bớt tức...khg có danh sách tên thì bao nhiêu cũng huề...chìm xuồng luôn.từ mấy chục năm nay có xuồng nào nổi lên đâu...cả trăm vụ xuồng mục nát co thây ma nào nổi lên?
v94B0FKON18,youtube,Nói mẹ ra đi vòng vo
v94B0FKON18,youtube,Bầu cử quốc hội dân có được bầu đâu đang sắp xếp hết rồi dần bầu cũng là bầu cho co thôi không có ích gì đâu nếu những thằng tham nhũng ai biết rõ thì nói thẳng tên ra điều tra phải trả hết tiền tham nhũng tổng vào tù để chúng biết thế nào là luật pháp của nhà nước đối với chúng có thể dân mới tín vào đảng
v94B0FKON18,youtube,Phải công khai trên công luận thì dân mới tin!!!
v94B0FKON18,youtube,"Ngay khi anh Rừng công khai rõ tài sản và cho phép dân tự ứng cử mà không cần các cơ quan khác ""hiệp thương""thì mọi quan chức sẽ phải theo vạch áo ra, dân sẽ chọn được người xứng đáng!"
v94B0FKON18,youtube,Noi.nhu.l
v94B0FKON18,youtube,Toàn nói linh tinh có tin gì cụ thể ai đâu
v94B0FKON18,youtube,Nên lọt mặt nạ những tên lấy tiền ngân sách nhà nước làm cho đất nước không vương lên phồn vinh xinh đẹp được
v94B0FKON18,youtube,Nhân dân Việt Nam đề nghị với Đảng với nhà nước cho nhân dân và quân đội được quyền tiêu diệt giặc tham nhũng giặc Nội xâm những giặc chống lưng bao che cho tội phạm làm làm thuốc giả gạo giả cái gì cũng giá nhân dân và quân đội Đảng nhà nước cho phép vào tiêu diệt và được quyền chứ đừng để dao độc quyền cho công an và tòa án mới có quyền giải quyết và trấn áp giặc chuyện nói trên vì từ trước đến giờ họ có hoàn thành nhiệm vụ xuất sắc đâu còn nhân dân thì đi đánh giặc thì hoàn thành nhiệm vụ mới được phục viên xuất ngũ quân đội thì nhiệm vụ nào cũng hoàn thành khó khăn nào cũng vượt qua kẻ thù nào cũng đánh thắng đi dân nhớ ở dân thương luôn luôn hoàn thành nhiệm vụ tốt như Phan Văn Giang còn công an thì tôi cũng xin lỗi nhiều người vừa Hồng vừa chuyên công tác rất tốt nhưng đến ngày nay cũng không có biệt phủ ít thôi còn quyền lợi của công an xe hơi về nhà lầu người nào cũng có còn những người quân đội khổ nhất là thời gian chống Mỹ về lúc đi bộ đội thì có hộ khẩu đâu mà người ta chia đất đến lúc về thì hết đất rồi phải tha Phương cầu thực đến lúc chết thì bây giờ nghĩa trang thì bọn tham nhũng nó lấy hết rồi chỉ có một số địa phương là con tốt giữ lại được thì đỡ phải mất tiền còn bây giờ một cái lỗ chôn cất sau khi qua đời mùa rất cao nhất ở thành phố thì khổ lắm đấy nhưng có những tên đến lúc chết còn tham nghĩa trang của họ hàng hecta lên mông Đảng và nhà nước trao quyền cho quân đội và nhân dân được quyền trấn áp tội phạm nhất là giặc khâu trung thành với tổ quốc làm hại ngân sách nhà nước và nguy hiểm cho tổ quốc cần phải giữ lại án tử hình và giao quyền cho quân đội và nhân dân được phép trấn áp tội phạm nữa đừng trao quyền cho một người và trách nhiệm hết cho công an gà tòa án mới được quyền còn ngoài ra không được quyền ăn quyền nói và tiêu diệt tội phạm hai nước hại dân nói trên
v94B0FKON18,youtube,Có bo nhat vàng không bà
v94B0FKON18,youtube,Nói giống người điên Nói hoài không ra su that
v94B0FKON18,youtube,"nhà nước nên kiểm kê t s  lấy thu nhập trừ phần chi tiêu , trong thời gian bảo nhiêu năm thì còn bảo nhiêu  và tính t s hiện có là biết khoản thu bất chính bao nhiêu căn cứ theo luật mà xử lý phần t s thu bất chính thôi , chẳng qua nhà nc đang du đi chùa muốn làm thôi"
n1aTxZ6wRaY,youtube,A hải cho em hỏi vụ Malaysia sao rồi anh
n1aTxZ6wRaY,youtube,Tin này có chính xác k MH
n1aTxZ6wRaY,youtube,Và còn bị trừ 6đ nữa chứ a Hải 😊
n1aTxZ6wRaY,youtube,Kênh Hữu Dũng bảo họp báo chưa có nói sử Malaysia thua 0-3 với VN ?
n1aTxZ6wRaY,youtube,Phản ứng của người Malaysia như thế nào về thông tin này
n1aTxZ6wRaY,youtube,Chúc mừng đội tuyển Việt
n1aTxZ6wRaY,youtube,Tin này có chính xác không chú Hải ơi vì các báo ở VN vẫn chưa đưa tin AFC xử Mã Lai thua 2 trận vs VN và Nepal.
n1aTxZ6wRaY,youtube,Sao Dũng đường Pit mới cách đây mấy phút truyền trực tiếp đưa ra những bằng chứng chưa có án phạt cơ mà ?
n1aTxZ6wRaY,youtube,Chờ quá lâu phán quyết 😅cho Malaysia
n1aTxZ6wRaY,youtube,Quá tuyệt vời
n1aTxZ6wRaY,youtube,cuối cùng công lý cũng được thực thi
HVOR80kpFrA,youtube,"Đăng ký học ở Prep cùng tuiii, code PREP30 giảm 30% có cả Teacher Bee AI đồng hành: https://bom.so/ZIbPKl"
HVOR80kpFrA,youtube,E hâm mộ chị lắm luôn e cũng người Hphong nè e đag du học bên Mỹ giống chị🥹
HVOR80kpFrA,youtube,Lâu ra vlog mới quá chị uiii !
